Persons Per Household by state (People)
Alabama	2.624483722360409
Alaska	2.860973703715639
Arizona	2.7475198455340886
Arkansas	2.610130742941439
California	3.0060841523807436
Colorado	2.620793878347583
Connecticut	2.62952447657403
Delaware	2.7075645506107544
Florida	2.6285083248005967
Georgia	2.7928739379318617
Hawaii	3.075746099075898
Idaho	2.7487791149306573
Illinois	2.6898875900402333
Indiana	2.629916743800808
Iowa	2.505320924969201
Kansas	2.5898071295267555
Kentucky	2.588027849810462
Louisiana	2.762288983740209
Maine	2.4102717169426175
Maryland	2.722029261963549
Massachusetts	2.60596755808437
Michigan	2.5711882709585883
Minnesota	2.5427306072101623
Mississippi	2.744823560753784
Missouri	2.5485283760752866
Montana	2.4653525296017222
Nebraska	2.565910946076758
Nevada	2.7567304090051152
New Hampshire	2.562202707647274
New Jersey	2.768168449740859
New Mexico	2.7233782825824746
New York	2.689259118425033
North Carolina	2.629622806816762
North Dakota	2.43126857093283
Ohio	2.5342310539576958
Oklahoma	2.638628266764202
Oregon	2.5552980223002306
Pennsylvania	2.5710293991739026
Rhode Island	2.565328231437589
South Carolina	2.6552123600884965
South Dakota	2.5808639862046228
Tennessee	2.5971638752186945
Texas	2.9447188649623866
Utah	3.216969404929012
Vermont	2.438471310772684
Virginia	2.6898890932569413
Washington	2.6090654250933607
West Virginia	2.501091953557555
Wisconsin	2.5002015729282943
Wyoming	2.589145933629782
